X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
-95.44853039,30.0245810600001,7340,0139177090,UNITED MEMORIAL MEDICAL SYSTEMS,17400 RED OAK DRIVE,HOUSTON,TX,77090,1246,(281) 257-0404,GENERAL ACUTE CARE,CLOSED,4,HARRIS,48201,USA,30.02458106,-95.44853039,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY/OTHER,2014/12/22 00:00:00+00,http://www.newlifehospital.info/,NOT AVAILABLE,NEW LIFE HOSPITAL,48,PROPRIETARY,-999,4,NOT AVAILABLE,N
-84.5012739699999,39.13726788,7342,0127045229,SHRINERS HOSP FOR CHILDREN,3229 BURNETT AVENUE,CINCINNATI,OH,45229,NOT AVAILABLE,(513) 872-6317,CHILDREN,OPEN,30,HAMILTON,39061,USA,39.13726788,-84.50127397,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://shrinershospitalcincinnati.org/,1808,NOT AVAILABLE,39,NON-PROFIT,-999,30,NOT AVAILABLE,Y
-81.60571867,41.50471329,7343,0124744106,RAINBOW BABIES AND CHILDRENS HOSPITAL,11100 EUCLID AVENUE,CLEVELAND,OH,44106,NOT AVAILABLE,(216) 844-1000,CHILDREN,OPEN,237,CUYAHOGA,39035,USA,41.50471329,-81.60571867,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.uhhospitals.org/rainbow,NOT AVAILABLE,NOT AVAILABLE,39,NON-PROFIT,-999,237,LEVEL I PEDIATRIC,Y
-96.7579642699999,32.88377332,7344,0074975231,WALNUT HILL MEDICAL CENTER,7502 GREENVILLE AVENUE,DALLAS,TX,75231,NOT AVAILABLE,(972) 863-6000,GENERAL ACUTE CARE,CLOSED,100,DALLAS,48113,USA,32.88377332,-96.75796427,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017/01/09 00:00:00+00,IMAGERY/OTHER,2020/05/08 00:00:00+00,http://www.walnuthillmc.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,100,NOT AVAILABLE,N
-96.8597695,32.71511831,7345,0014675224,UNIVERSITY GENERAL HOSPITAL DALLAS,2929 S HAMPTON ROAD,DALLAS,TX,75224,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,111,DALLAS,48113,USA,32.71511831,-96.8597695,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,2014/09/23 00:00:00+00,IMAGERY,2020/05/08 00:00:00+00,http://shchospital.com/,NOT AVAILABLE,SOUTH HAMPTON COMMUNITY HOSPITAL,48,PROPRIETARY,-999,111,NOT AVAILABLE,N
-101.90194833,33.5733913600001,7347,0078979410,COVENANT MEDICAL CENTER - LAKESIDE,4000 24TH STREET,LUBBOCK,TX,79410,NOT AVAILABLE,(806) 725-0536,GENERAL ACUTE CARE,OPEN,196,LUBBOCK,48303,USA,33.57339136,-101.90194833,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY,2022/04/07 00:00:00+00,http://www.covenanthealth.org/,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,196,NOT AVAILABLE,Y
-116.3586157,43.5859468900001,7348,0155783642,VIBRA HOSPITAL OF BOISE,2131 SOUTH BONITO WAY,MERIDIAN,ID,83642,NOT AVAILABLE,(208) 489-9500,GENERAL ACUTE CARE,CLOSED,60,ADA,16001,USA,43.58594689,-116.3586157,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://healthandwelfare.idaho.gov/portals/0/medical/licensingcertification/alphahospital.pdf,2020/08/08 00:00:00+00,IMAGERY/OTHER,2015/05/30 00:00:00+00,http://vhboise.com/,NOT AVAILABLE,NOT AVAILABLE,16,PROPRIETARY,-999,60,NOT AVAILABLE,N
-86.40061387,40.74169664,7349,0156846947,LOGANSPORT STATE HOSPITAL,1098 S SR 25,LOGANSPORT,IN,46947,NOT AVAILABLE,(574) 722-4141,PSYCHIATRIC,OPEN,170,CASS,18017,USA,40.74169664,-86.40061387,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/qamis/hosdir,2020/08/15 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,18,GOVERNMENT - STATE,-999,170,NOT AVAILABLE,N
-96.06110542,39.1885902700001,7350,0157366536,COMMUNITY HOSPITAL ONAGA LTCU,206 GRAND AVE,ST MARYS,KS,66536,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,OPEN,-999,POTTAWATOMIE,20149,USA,39.18859027,-96.06110542,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.kdheks.gov/bhfr/fac_list/,2020/08/15 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,NOT AVAILABLE,H075101,NOT AVAILABLE,20,NOT AVAILABLE,-999,-999,NOT AVAILABLE,Y
-71.4408670399999,43.01235803,7351,0009103104,VA MEDICAL CENTER - MANCHESTER,718 SMYTH RD,MANCHESTER,NH,03104,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,HILLSBOROUGH,33011,USA,43.01235803,-71.44086704,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.manchester.va.gov/,NOT AVAILABLE,NOT AVAILABLE,33,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N
-79.88734956,40.4951715300001,7352,0012815215,VA MEDICAL CENTER - H.J. HEINZ CAMPUS,1010 DELAFIELD RD,PITTSBURGH,PA,15215,NOT AVAILABLE,(866) 482-7488,MILITARY,OPEN,358,ALLEGHENY,42003,USA,40.49517153,-79.88734956,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.pittsburgh.va.gov/,NOT AVAILABLE,NOT AVAILABLE,42,GOVERNMENT - FEDERAL,-999,358,NOT AVAILABLE,N
-72.68244039,42.34953083,7353,0006901062,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,421 N MAIN ST,NORTHAMPTON,MA,01062,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,145,HAMPSHIRE,25015,USA,42.34953083,-72.68244039,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.centralwesternmass.va.gov/,NOT AVAILABLE,NOT AVAILABLE,25,GOVERNMENT - FEDERAL,-999,145,NOT AVAILABLE,N
-106.98573644,44.8273777300001,7354,0017182801,VA MEDICAL CENTER - SHERIDAN,1898 FORT RD,SHERIDAN,WY,82801,NOT AVAILABLE,(307) 672-3473,MILITARY,OPEN,-999,SHERIDAN,56033,USA,44.82737773,-106.98573644,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.sheridan.va.gov/,NOT AVAILABLE,NOT AVAILABLE,56,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N
-122.65724932,45.63663819,7355,0016098661,VA MEDICAL CENTER - VANCOUVER CAMPUS,1601 E 4TH PLAIN BLVD,VANCOUVER,WA,98661,NOT AVAILABLE,(360) 696-4061,MILITARY,OPEN,72,CLARK,53011,USA,45.63663819,-122.65724932,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.portland.va.gov/,NOT AVAILABLE,NOT AVAILABLE,53,GOVERNMENT - FEDERAL,-999,72,NOT AVAILABLE,N
-71.05393559,42.06302243,7356,0006002401,VA MEDICAL CENTER - BROCKTON DIVISION,940 BELMONT ST,BROCKTON,MA,02401,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,448,PLYMOUTH,25023,USA,42.06302243,-71.05393559,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.boston.va.gov/,NOT AVAILABLE,NOT AVAILABLE,25,GOVERNMENT - FEDERAL,-999,448,NOT AVAILABLE,N
-116.35030122,43.6889288200001,7357,0000000138,SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,323 E RIVERSIDE DR,EAGLE,ID,83616,NOT AVAILABLE,(208) 367-5355,GENERAL ACUTE CARE,OPEN,-999,ADA,16001,USA,43.68892882,-116.35030122,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://healthandwelfare.idaho.gov/portals/0/medical/licensingcertification/alphahospital.pdf,2020/08/08 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.saintalphonsus.org/,NOT AVAILABLE,NOT AVAILABLE,16,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N
-97.34335383,32.73577378,7358,0021076104,KINDRED HOSPITAL - FORT WORTH,815 EIGHTH AVENUE,FORT WORTH,TX,76104,NOT AVAILABLE,(817) 332-4812,LONG TERM CARE,CLOSED,67,TARRANT,48439,USA,32.73577378,-97.34335383,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.kindredfortworth.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,67,NOT AVAILABLE,Y
-97.4142326899999,32.66203254,7359,0021176132,REGENCY HOSPITAL OF FORT WORTH,6801 OAKMONT BOULEVARD,FORT WORTH,TX,76132,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,44,TARRANT,48439,USA,32.66203254,-97.41423269,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.regencyhospital.com,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,44,NOT AVAILABLE,N
-74.2656545199999,40.67481574,7360,0000000121,OVERLOOK MEDICAL CENTER,1000 GALLOPING HILL RD,UNION,NJ,07083,NOT AVAILABLE,(908) 522-6300,GENERAL ACUTE CARE,OPEN,504,UNION,34039,USA,40.67481574,-74.26565452,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,2020/08/08 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,34,NOT AVAILABLE,-999,504,NOT AVAILABLE,N
-95.1446557799999,29.7745537600001,7361,0010477530,KINDRED HOSPITAL EAST HOUSTON,15101 EAST FREEWAY,CHANNELVIEW,TX,77530,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,83,HARRIS,48201,USA,29.77455376,-95.14465578,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,2014/09/23 00:00:00+00,IMAGERY/OTHER,2020/05/08 00:00:00+00,http://www.kheasthouston.com,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,83,NOT AVAILABLE,N
-97.14435357,32.5990386300001,7362,0036876063,KINDRED HOSPITAL - MANSFIELD,1802 HIGHWAY 157 NORTH,MANSFIELD,TX,76063,NOT AVAILABLE,(817) 473-6101,LONG TERM CARE,OPEN,55,TARRANT,48439,USA,32.59903863,-97.14435357,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY,2022/04/07 00:00:00+00,http://www.kindredmansfield.com,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,55,NOT AVAILABLE,N
-95.4080037799999,29.8673801900001,7364,0136877076,KINDRED HOSPITAL NORTH HOUSTON,7407 NORTH FREEWAY,HOUSTON,TX,77076,2999,NOT AVAILABLE,LONG TERM CARE,CLOSED,-999,HARRIS,48201,USA,29.86738019,-95.40800378,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,2014/09/23 00:00:00+00,IMAGERY/OTHER,2020/05/08 00:00:00+00,www.khnorthhouston.com,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,-999,NOT AVAILABLE,N
-97.70704055,26.1606785500001,7365,0024278551,RIO GRANDE STATE CENTER,1401 SOUTH RANGERVILLE ROAD,HARLINGEN,TX,78551,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,55,CAMERON,48061,USA,26.16067855,-97.70704055,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.dshs.state.tx.us/mhhospitals/riograndesc/default.shtm,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - STATE,-999,55,NOT AVAILABLE,N
-99.15625399,30.0468550200001,7366,0032578028,KERRVILLE STATE HOSPITAL,721 THOMPSON DRIVE,KERRVILLE,TX,78028,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,202,KERR,48265,USA,30.04685502,-99.15625399,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.dshs.state.tx.us/mhhospitals/kerrvillesh/default.shtm,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - STATE,-999,202,NOT AVAILABLE,N
-96.2627418499999,32.74075986,7367,0052875160,TERRELL STATE HOSPITAL,1200 EAST BRIN STREET,TERRELL,TX,75160,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,316,KAUFMAN,48257,USA,32.74075986,-96.26274185,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.dshs.state.tx.us/mhhospitals/terrellsh,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - STATE,-999,316,NOT AVAILABLE,N
-96.2925791499999,30.58055046,7368,0072677842,ROCK PRAIRIE BEHAVIORAL HEALTH,3550 NORMAND DRIVE,COLLEGE STATION,TX,77842,NOT AVAILABLE,(979) 703-8848,PSYCHIATRIC,CLOSED,72,BRAZOS,48041,USA,30.58055046,-96.29257915,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY,2016/11/29 00:00:00+00,http://www.rockprairiebh.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,72,NOT AVAILABLE,N
-95.4777382,29.6517363500001,7369,0143577035,HOPEBRIDGE HOSPITAL,5556 GASMER,HOUSTON,TX,77035,NOT AVAILABLE,(713) 422-2600,PSYCHIATRIC,CLOSED,135,HARRIS,48201,USA,29.65173635,-95.4777382,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017/01/09 00:00:00+00,IMAGERY/OTHER,2020/05/08 00:00:00+00,http://www.hopebridgehealth.com/,NOT AVAILABLE,WESTBURY COMMUNITY HOSPITAL,48,PROPRIETARY,-999,135,NOT AVAILABLE,N
-97.73411294,30.2731284000001,7370,0003078701,HEALTHSOUTH REHABILITATION HOSPITAL OF AUSTIN,1215 RED RIVER,AUSTIN,TX,78701,NOT AVAILABLE,NOT AVAILABLE,REHABILITATION,CLOSED,83,TRAVIS,48453,USA,30.2731284,-97.73411294,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,2014/09/23 00:00:00+00,IMAGERY/OTHER,2020/05/08 00:00:00+00,http://www.healthsouthaustin.com,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,83,NOT AVAILABLE,Y
-93.2643765399999,43.1555603200001,7371,0001450401,NORTH IOWA MEDICAL CENTER WEST CAMPUS,910 NORTH EISENHOWER AVENUE,MASON CITY,IA,50401,NOT AVAILABLE,(515) 424-0440,GENERAL ACUTE CARE,OPEN,240,CERRO GORDO,19033,USA,43.15556032,-93.26437654,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.mercynorthiowa.com,NOT AVAILABLE,NOT AVAILABLE,19,NON-PROFIT,-999,240,NOT AVAILABLE,N
-91.53594938,40.95554287,7372,0012452641,MENTAL HEALTH INSTITUTE,1200 EAST WASHINGTON STREET,MOUNT PLEASANT,IA,52641,NOT AVAILABLE,(319) 385-7231,PSYCHIATRIC,OPEN,78,HENRY,19087,USA,40.95554287,-91.53594938,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY,2022/04/07 00:00:00+00,http://www.dhs.state.ia.us,NOT AVAILABLE,NOT AVAILABLE,19,GOVERNMENT - STATE,-999,78,NOT AVAILABLE,N
-91.0993803699999,30.39922677,7373,0161170812,BETHESDA REHABILITATION HOSPITAL,8225 SUMMA AVE.,BATON ROUGE,LA,70812,NOT AVAILABLE,(225) 767-2304,REHABILITATION,OPEN,14,EAST BATON ROUGE,22033,USA,30.39922677,-91.09938037,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2020/08/15 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.bethesdarh.com/,NOT AVAILABLE,LAKEWOOD QUARTERS,22,PROPRIETARY,-999,14,NOT AVAILABLE,N
-118.23842047,34.0520150400001,7374,0000690012,LOS ANGELES AMBULATORY CARE CENTER,351 E TEMPLE ST,LOS ANGELES,CA,90012,NOT AVAILABLE,(213) 253-2677,MILITARY,OPEN,-999,LOS ANGELES,06037,USA,34.05201504,-118.23842047,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.losangeles.va.gov/,NOT AVAILABLE,NOT AVAILABLE,06,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N
-118.39794717,34.0234136600001,7375,0058490232,EXODUS RECOVERY PHF,9808 VENICE BLVD,CULVER CITY,CA,90232,NOT AVAILABLE,(310) 237-0454,PSYCHIATRIC,OPEN,16,LOS ANGELES,06037,USA,34.02341366,-118.39794717,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.exodusrecoveryinc.com/phf.html,NOT AVAILABLE,NOT AVAILABLE,06,PROPRIETARY,-999,16,NOT AVAILABLE,N
-122.16100516,37.4652921000001,7376,0000594025,VA MEDICAL CENTER - MENLO PARK DIVISION,795 WILLOW RD,MENLO PARK,CA,94025,NOT AVAILABLE,(650) 614-9997,MILITARY,OPEN,715,SAN MATEO,06081,USA,37.4652921,-122.16100516,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.paloalto.va.gov/,NOT AVAILABLE,NOT AVAILABLE,06,GOVERNMENT - FEDERAL,-999,715,NOT AVAILABLE,N
-122.70743711,38.46962166,7377,0048195404,SUTTER MEDICAL CENTER OF SANTA ROSA,3325 CHANATE ROAD,SANTA ROSA,CA,95404,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,115,SONOMA,06097,USA,38.46962166,-122.70743711,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/products/listings.html,2012/08/13 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sutterhealth.org,NOT AVAILABLE,NOT AVAILABLE,06,NON-PROFIT,-999,115,NOT AVAILABLE,Y
-122.00330953,36.9797036100001,7378,0010795062,DOMINICAN HOSPITAL-SANTA CRUZ/FREDERICK,610 FREDERICK STREET,SANTA CRUZ,CA,95062,NOT AVAILABLE,(831) 457-7100,GENERAL ACUTE CARE,CLOSED,57,SANTA CRUZ,06087,USA,36.97970361,-122.00330953,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/products/listings.html,2012/08/13 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.dominicanhospital.org,NOT AVAILABLE,NOT AVAILABLE,06,NON-PROFIT,-999,57,NOT AVAILABLE,N
-84.3891338,33.5793287000001,7379,0000930274,SOUTHERN CRESCENT HOSPITAL FOR SPECIALTY CARE,11 UPPER RIVERDALE ROAD SW,RIVERDALE,GA,30274,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,OPEN,30,CLAYTON,13063,USA,33.5793287,-84.3891338,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.gamap2care.info/,2020/08/08 00:00:00+00,IMAGERY,2022/04/07 00:00:00+00,http://www.dubuis.org/southerncrescenthospitalforspecialtycare,4,NOT AVAILABLE,13,NON-PROFIT,-999,30,NOT AVAILABLE,Y
-90.02760604,29.8843126100001,7380,0013370056,OCHSNER MEDICAL CENTER-WEST BANK,120 OSCHNER BLVD,GRETNA,LA,70056,NOT AVAILABLE,(504) 371-9355,GENERAL ACUTE CARE,OPEN,180,JEFFERSON,22051,USA,29.88431261,-90.02760604,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2020/08/15 00:00:00+00,IMAGERY,2022/04/07 00:00:00+00,http://www.ochsner.org/locations/west_bank/,NOT AVAILABLE,NOT AVAILABLE,22,NON-PROFIT,-999,180,NOT AVAILABLE,N
-93.71820586,32.5583302700001,7381,0021571111,WK BOSSIER HEALTH CENTER,2400 HOSPITAL DR,BOSSIER CITY,LA,71111,NOT AVAILABLE,(318) 212-7000,GENERAL ACUTE CARE,OPEN,134,BOSSIER,22015,USA,32.55833027,-93.71820586,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2020/08/15 00:00:00+00,IMAGERY,2022/04/07 00:00:00+00,http://www.wkhs.com/wkb/,NOT AVAILABLE,NOT AVAILABLE,22,NON-PROFIT,-999,134,NOT AVAILABLE,N
-117.67263105,35.6409004500001,7382,0058893555,BELLA SERA,1131 NO. CHINA LAKE BOULEVARD,RIDGECREST,CA,93555,NOT AVAILABLE,NOT AVAILABLE,REHABILITATION,OPEN,99,KERN,06029,USA,35.64090045,-117.67263105,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://rrh.org/hospital-services/tcru/,NOT AVAILABLE,NOT AVAILABLE,06,NON-PROFIT,-999,99,NOT AVAILABLE,Y
-93.45276476,42.0170982700001,7383,0007250201,STORY COUNTY HOSPITAL NORTH,640 6TH STREET,NEVADA,IA,50201,NOT AVAILABLE,(515) 382-2111,GENERAL ACUTE CARE,OPEN,17,STORY,19169,USA,42.01709827,-93.45276476,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY/OTHER,2022/04/07 00:00:00+00,http://www.storymedical.org,NOT AVAILABLE,NOT AVAILABLE,19,GOVERNMENT - LOCAL,-999,17,NOT AVAILABLE,N
-93.59411806,42.1900792600001,7384,0006150248,STORY CITY MEMORIAL HOSPITAL,812 ELM AVENUE,STORY CITY,IA,50248,NOT AVAILABLE,(515) 733-5121,GENERAL ACUTE CARE,CLOSED,25,STORY,19169,USA,42.19007926,-93.59411806,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,ftp://ftp.igsb.uiowa.edu/gis_library/ia_state/infrastructure/,2012/06/05 00:00:00+00,IMAGERY,2016/04/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,19,GOVERNMENT - LOCAL,-999,25,NOT AVAILABLE,N
-85.41481236,40.1967834800001,7385,0009547303,MERIDIAN SERVICES CORP,2401 W UNIVERSITY AVE,MUNCIE,IN,47303,NOT AVAILABLE,(765) 751-5377,PSYCHIATRIC,OPEN,16,DELAWARE,18035,USA,40.19678348,-85.41481236,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.in.gov/isdh/reports/qamis/hosdir,2020/08/15 00:00:00+00,IMAGERY,2022/04/07 00:00:00+00,http://www.meridianhs.org,NOT AVAILABLE,NOT AVAILABLE,18,NOT AVAILABLE,-999,16,NOT AVAILABLE,Y
