,full address,NPI,Site Name,Address,Room/Suite,Town/City,CountyFIPS,County Name,State,Zip Code,Latitude,Longitude,Area code,Phone number,Designated Service,License Number/Facility Operating Certificate,PFI,Medicaid Provider Identification Number,Commercial Provider Indicator,Medicaid Provider Indicator,CHP Indicator,HARP Indicator,Medicaid Advantage Indicator,Partial CAPS Indicator,MAP Indicator,PACE Indicator,FIDA Indicator,FIDAIDD Indicator,HIVSNP Indicator=,SIP-PL Indicator,NYSOH Standard Essential Health Plan (EP) Indicator/Basic Health Program Indicator,NYSOH EP Plus Adult Vision/Dental Indicator/Basic Health Program Adult Indicator,Commercial Non-MCO Medical Indicator 1,Commercial Non-MCO Medical Indicator 2,Commercial Non-MCO Medical Indicator 3,Commercial Non-MCO Medical Indicator 4,Commercial Non-MCO Medical Indicator 5,Commercial Non-MCO Medical Indicator 6,Commercial Non-MCO Medical Indicator 7,Commercial Non-MCO Medical Indicator 8,Service 1,Service 2,Service 3,Service 4,Service 5,Service 6,Service 7,Service 8,Service 9,Service 10,Service 11,Service 12,Service 13,Service 14,Service 15,Service 16,Service 17,Service 18,Service 19,Service 20,Service 21,Service 22,Service 23,Service 24,Service 25,NYSoH Medical Network Indicator 1,NYSoH Medical Network Indicator 2,NYSoH Medical Network Indicator 3,NYSoH Medical Network Indicator 4,NYSoH Medical Network Indicator 5,NYSoH Medical Network Indicator 6,NYSoH Medical Network Indicator 7,NYSoH Medical Network Indicator 8,NYSoH Medical Network Indicator 9,Servicing County 1,Servicing County 2,Servicing County 3,Servicing County 4,Servicing County 5,OASAS Program Reporting Unit Number,OASAS Provider Number,OMH ID,Plan Name,Provider Network Data System Identification Number,Quarter/Year,geometry,type
678,"555 ROCKAWAY PKWY, BROOKLYN, NY 11212",1548217763,FLUSHING HOSPITAL MEDICAL CENTER,555 ROCKAWAY PKWY,,BROOKLYN,36047,Kings,NY,11212,40.655356,-73.913462,718,2405188,914,7003001H,,1780354,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (307318.694114953 54270.44830697112),NPI-2
679,"557 PENNSYLVANIA AVE, BROOKLYN, NY 11207",1205868528,SUNY DOWNSTATE MED CENTER,557 PENNSYLVANIA AVE,,BROOKLYN,36047,Kings,NY,11207,40.663632,-73.893569,718,2402700,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (308999.96792766044 55191.33385522807),NPI-2
681,"560 1ST AVE, NEW YORK, NY 10016",1306837398,NYU EMERGENCY MEDIC ICNE ASSOCIATES,560 1ST AVE,,NEW YORK,36061,New York,NY,10016,40.742753,-73.974103,212,2635072,250,,,88888888,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Healthfirst Health Plan, Inc. / Healthfirst PHSP, Inc.",52,Quarter 1 2021,POINT (302187.27353713464 63972.41795360272),NPI-2
682,"560 MALCOLM X BLVD, NEW YORK, NY 10037",1073524369,ASSOCIATES IN EMERGENCY SERVICES,560 MALCOLM X BLVD,,NEW YORK,36061,New York,NY,10037,40.816405,-73.938873,212,9393598,914,,,2441918,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (305157.1364248251 72152.87905896282),NPI-2
683,"561 3RD AVE City Medical of Murr, NEW YORK, NY 10016",1013342104,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",561 3RD AVE,City Medical of Murr,NEW YORK,36061,New York,NY,10016,40.747696,-73.976469,212,7294668,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (301987.2896110721 64521.27552157378),NPI-2
685,"5645 MAIN ST, FLUSHING, NY 11355",1013960962,NYHMCQ EMERGENCY PRACTICE PLAN,5645 MAIN ST,,FLUSHING,36081,Queens,NY,11355,40.748015,-73.825856,718,6701426,914,7003010H,1637,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (314707.24332505476 64571.071068746955),NPI-2
687,"5665 RIVERDALE AVE APT BRO, BRONX, NY 10471",1841607298,ESSEN MEDICAL URGICARE PLLC D/B/A METRO URGICARE,5665 RIVERDALE AVE,APT BRO,BRONX,36005,Bronx,NY,10471,40.90605,-73.90451,347,9134242,823,,,4003843,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (308045.4163424536 82110.58939423584),NPI-2
689,"571 E 138TH ST, BRONX, NY 10454",1730491945,CITY MEDICAL OF UPPER EAST SID,571 E 138TH ST,,BRONX,36005,Bronx,NY,10454,40.806713,-73.916847,718,5719421,823,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (307016.44643785397 71078.12137485364),NPI-2
691,"5740 BROADWAY UNIT E, BRONX, NY 10463",1073645180,PM PEDIATRICS,5740 BROADWAY,UNIT E,BRONX,36005,Bronx,NY,10463,40.882853,-73.901677,929,9205437,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Cigna Health and Life Insurance Company, Inc: Medical OAP Network",165,Quarter 1 2021,POINT (308287.000849062 79534.80249955937),NPI-2
694,"575 LEXINGTON AVE STE 540, NEW YORK, NY 10022",1205882586,WMC CORNELL EMERGENCY PHYSICIANS,575 LEXINGTON AVE,STE 540,NEW YORK,36061,New York,NY,10022,40.757203,-73.971621,212,5905710,914,,,2424019,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (302396.38532475947 65577.13635003976),NPI-2
695,"58 28 99TH ST, CORONA, NY 11368",9999999999,NORTH SHORE - LIJ URGENT CARE,58 28 99TH ST,,CORONA,36081,Queens,NY,11368,40.747559,-73.864159,718,5029867,914,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Nippon Life Insurance Company of America: Multiplan/PHCS,111,Quarter 1 2021,POINT (311472.4593349424 64514.70440973647),na - exempt or not present
697,"585 SCHENECTADY AVE, BROOKLYN, NY 11203",1104112838,KINGSBROOK MEDICAL ASSOCIATES,585 SCHENECTADY AVE,,BROOKLYN,36047,Kings,NY,11203,40.658803,-73.933873,718,6045700,914,7001033H,1315,3377626,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,7758020,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (305592.2042991494 54651.72081646727),NPI-2
699,"5902 18TH AVE, BROOKLYN, NY 11204",1285768598,MOONLIGHT PEDIATRICS PC,5902 18TH AVE,,BROOKLYN,36047,Kings,NY,11204,40.622603,-73.9869,800,7508616,823,0,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc,57,Quarter 1 2021,POINT (301108.44035934814 50629.768468423645),NPI-2
702,"593 E TREMONT AVE, BRONX, NY 10457",1841607298,ESSEN MEDICAL URGICARE PLLC,593 E TREMONT AVE,,BRONX,36005,Bronx,NY,10457,40.846604,-73.893679,718,2942800,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Cigna Health and Life Insurance Company, Inc: Medical Network POS",155,Quarter 1 2021,POINT (308965.9886601246 75510.12354904262),NPI-2
703,"600 E 233RD ST, BRONX, NY 10466",1669412847,OUR LADY OF MERCY/ER PHYSICIANS,600 E 233RD ST,,BRONX,36005,Bronx,NY,10466,40.894316,-73.860878,718,9201640,914,7000006H,1168,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,6577002,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (311723.6659231588 80812.4467943244),NPI-2
705,"6010 BAY PKWY STE 901, BROOKLYN, NY 11204",1104163641,QUALITY FIRST MED CARE PLLC,6010 BAY PKWY,STE 901,BROOKLYN,36047,Kings,NY,11204,40.616646,-73.978748,718,4751700,823,0,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Empire Healthchoice Assurance, Inc",100,Quarter 1 2021,POINT (301798.3719750173 49968.39796024565),NPI-2
709,"610 HENRY ST, BROOKLYN, NY 11231",1205868528,SUNY DOWNSTATE MED CENTER,610 HENRY ST,,BROOKLYN,36047,Kings,NY,11231,40.67967,-74.001733,718,9234750,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (299853.48093153536 56966.83136766223),NPI-2
710,"6118 188TH ST City Medical of Fres, FRESH MEADOWS, NY 11365",1699150789,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",6118 188TH ST,City Medical of Fres,FRESH MEADOWS,36081,Queens,NY,11365,40.740088,-73.786581,718,4895003,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (318026.33806831867 63698.13366738647),NPI-2
714,"6122G FRESH POND RD, MIDDLE VILLAGE, NY 11379",1275936932,CENTERS URGENT CARE,6122G FRESH POND RD,,MIDDLE VILLAGE,36081,Queens,NY,11379,40.714469,-73.901297,718,5023000,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (308340.1079480327 60835.90702936915),NPI-2
715,"613 THROOP AVE, BROOKLYN, NY 11216",1205868528,SUNY DOWNSTATE MED CENTER,613 THROOP AVE,,BROOKLYN,36047,Kings,NY,11216,40.681104,-73.940382,800,2194200,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (305040.06394374464 57127.79850955214),NPI-2
716,"614 2ND AVE, NEW YORK, NY 10016",1669578324,NYU LANGONE ORTHOPEDIC HOSPITAL,614 2ND AVE,,NEW YORK,36061,New York,NY,10016,40.744587,-73.975837,212,5986054,11,7002053H,1446,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,995,993,927,916,901,899,302,604,304,302,301,300,241,200,192,131,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Delaware American Life Insurance Company: Cigna,140,Quarter 1 2021,POINT (302040.761040678 64176.03934787992),NPI-2
717,"615 AVENUE C, BROOKLYN, NY 11218",1205868528,SUNY DOWNSTATE MED CENTER,615 AVENUE C,,BROOKLYN,36047,Kings,NY,11218,40.64114,-73.972856,718,7801263,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (302296.1123058721 52688.52705055411),NPI-2
718,"617 W 181ST ST City Medical of West, NEW YORK, NY 10033",1790200871,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",617 W 181ST ST,City Medical of West,NEW YORK,36061,New York,NY,10033,40.849725,-73.934314,646,3467922,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (305538.994455108 75853.33996011506),NPI-2
720,"617 W 191ST ST, NEW YORK, NY 10040",1730491945,CITY MD URGENT CARE,617 W 191ST ST,,NEW YORK,36061,New York,NY,10040,40.856135,-73.930193,866,6334726,823,,,1666095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,VillageCareMAX,90,Quarter 1 2021,POINT (305885.9331680757 76565.44150165738),NPI-2
721,"619 THROOP AVE UNIT B, BROOKLYN, NY 11216",1497147748,METRO UGNT MED CR OF BRKL,619 THROOP AVE,UNIT B,BROOKLYN,36047,Kings,NY,11216,40.680526,-73.940261,917,9669500,823,0,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc,57,Quarter 1 2021,POINT (305050.337085865 57063.61986444317),NPI-2
723,"622 W 168TH ST PH 1-137, NEW YORK, NY 10032",1073524369,ASSOCIATES IN EMERGENCY SERVICES,622 W 168TH ST,PH 1-137,NEW YORK,36061,New York,NY,10032,40.841429,-73.940951,212,3052995,914,,,2441918,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (304979.9460765802 74931.66864330931),NPI-2
725,"622 W 168TH ST, NEW YORK, NY 10032",1053520973,NYP-COLUMBIA,622 W 168TH ST,,NEW YORK,36061,New York,NY,10032,40.841429,-73.940951,212,3056001,11,7002054H,1464,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,899,80,92,155,160,161,200,300,301,302,303,355,408,599,640,650,652,653,674,901,906,911,913,966,993,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (304979.9460765802 74931.66864330931),NPI-2
726,"625 ROCKAWAY PARK, ROCKAWAY PARK, NY 11694",1750712220,210 MJD PRECISION URGENT CARE,625 ROCKAWAY PARK,,ROCKAWAY PARK,36081,Queens,NY,11694,40.577519,-73.845842,516,8713003,999,,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Consolidated Health Plans: MagnaCare,169,Quarter 1 2021,POINT (313052.6733180167 45634.768725864786),NPI-2
727,"626 SHEEPSHEAD BAY RD, BROOKLYN, NY 11224",1275936932,CENTERS URGENT CARE,626 SHEEPSHEAD BAY RD,,BROOKLYN,36047,Kings,NY,11224,40.578881,-73.975479,718,5023000,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (302076.179508987 45774.786726880215),NPI-2
728,"633 DRIGGS AVE, BROOKLYN, NY 11211",1720405368,BROOKLYN URGENT MEDICAL CARE P.C.,633 DRIGGS AVE,,BROOKLYN,36047,Kings,NY,11211,40.715032,-73.958359,347,9874144,250,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Nippon Life Insurance Company of America: Aetna Signature Administrators (ASA) PPO Network,109,Quarter 1 2021,POINT (303518.50119292265 60894.556230422975),NPI-2
730,"635 MADISON AVE FL 3, NEW YORK, NY 10022",1043224355,KINGS COUNTY HOSPITAL-PROF FEE,635 MADISON AVE,FL 3,NEW YORK,36061,New York,NY,10022,40.763678,-73.971147,718,2701081,914,267217,,246117,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (302436.1744168399 66296.18923085087),NPI-2
731,"638 COLUMBUS AVE, NEW YORK, NY 10024",1124392238,"Mount Sinai Doctors-Urgent Care & Multispecialty, Upper West Side",638 COLUMBUS AVE,,NEW YORK,36061,New York,NY,10024,40.789339,-73.970298,212,8283250,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Delaware American Life Insurance Company: Cigna Lifesource Transplant,141,Quarter 1 2021,POINT (302506.89307932724 69145.8385130049),NPI-2
733,"65 W 13TH ST, NEW YORK, NY 10011",1104146158,NEW YORK DOCTOR'S URGENT CARE,65 W 13TH ST,,NEW YORK,36061,New York,NY,10011,40.736553,-73.996691,212,4142800,823,0,999999,3846059,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (300279.48785599024 63283.59482531715),NPI-2
734,"654 BROADWAY, NEW YORK, NY 10012",1033612437,CITY MEDICAL OF UPPER EAST SIDE,654 BROADWAY,,NEW YORK,36061,New York,NY,10012,40.726795,-73.995434,646,6471251,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.: QHP",149,Quarter 1 2021,POINT (300385.72407390916 62199.98738596318),NPI-2
735,"660 LOUISIANA AVE, BROOKLYN, NY 11239",1205868528,SUNY DOWNSTATE MED CENTER,660 LOUISIANA AVE,,BROOKLYN,36047,Kings,NY,11239,40.646541,-73.884919,718,7801263,914,,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (309733.92088720005 53294.34985492971),NPI-2
736,"661 8TH AVE, NEW YORK, NY 10036",1083814974,TAKE CARE MED HLTH NY PC,661 8TH AVE,,NEW YORK,36061,New York,NY,10036,40.75759,-73.989756,888,5356963,823,,999999,88888888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (300865.0059411373 65619.7722467106),NPI-2
737,"6655 FRESH POND RD, RIDGEWOOD, NY 11385",1568534766,AMB MEDICAL SERVICES,6655 FRESH POND RD,,RIDGEWOOD,36081,Queens,NY,11385,40.707366,-73.89717,718,4971919,823,,,3298964,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (308689.75455211295 60047.533758579266),NPI-2
738,"667 MYRTLE AVE, BROOKLYN, NY 11205",1295001576,COMMUNITY URGENT CARE,667 MYRTLE AVE,,BROOKLYN,36047,Kings,NY,11205,40.694631,-73.956884,718,8513000,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (303644.25216838537 58629.122954631),NPI-2
739,"6686 FRESH POND RD, RIDGEWOOD, NY 11385",1568534766,AMB MEDICAL SERVICES,6686 FRESH POND RD,,RIDGEWOOD,36081,Queens,NY,11385,40.706227,-73.897,718,5763607,823,,,3298964,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (308704.2694785847 59921.06688488164),NPI-2
741,"68 E 161ST ST City Medical of Yank, BRONX, NY 10451",1225560766,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",68 E 161ST ST,City Medical of Yank,BRONX,36005,Bronx,NY,10451,40.82735,-73.92542,718,5719139,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (306291.1031384698 73369.19881880782),NPI-2
743,"68 GRAHAM AVE, BROOKLYN, NY 11206",1932590601,MODERN MD URGENT CARE,68 GRAHAM AVE,,BROOKLYN,36047,Kings,NY,11206,40.703496,-73.942384,646,6048120,823,888888,999999,88888888,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,599,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (304869.17669462675 59614.27114868564),NPI-2
744,"681 FLATBUSH AVE, BROOKLYN, NY 11225",1992116701,AG URGENT CARE,681 FLATBUSH AVE,,BROOKLYN,36047,Kings,NY,11225,40.656642,-73.959915,917,9334333,823,201140,999999,88888888,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (303390.00225318986 54410.40694427876),NPI-2
745,"6817 BAY PKWY, BROOKLYN, NY 11204",1225394620,EMPIRE URGENT CARE,6817 BAY PKWY,,BROOKLYN,36047,Kings,NY,11204,40.611376,-73.983773,718,3312266,250,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Aetna Life Insurance Company: Broad PPO,2,Quarter 1 2021,POINT (301373.2601764155 49383.087996105896),NPI-2
